,,% Trade,% of ETF,CUSIP,Date,Direction,FUND,Name,Shares,Ticker
3915,,,0.4588,30303M102,2020-11-09,Sell,ARKW,FACEBOOK INC,49535,FB
3916,,,0.129,72352L106,2020-11-09,Sell,ARKW,PINTEREST INC,66113,PINS
3917,,,0.1212,83304A106,2020-11-09,Sell,ARKW,SNAP INC,87337,SNAP
3918,,,0.2546,88339J105,2020-11-09,Sell,ARKW,TRADE DESK INC/THE,9903,TTD
3919,,,0.2441,88032Q109,2020-11-06,Buy,ARKK,TENCENT HOLDINGS LTD,337627,TCEHY
3920,,,0.0375,25985W105,2020-11-06,Sell,ARKK,DOUYU INTERNATIONAL HOLDINGS LTD,275609,DOYU
3921,,,0.0016,302104104,2020-11-06,Sell,ARKK,EXONE CO/THE,17265,XONE
3922,,,0.2007,83088V102,2020-11-06,Buy,ARKW,SLACK TECHNOLOGIES INC,239100,WORK
3923,,,0.039,852234103,2020-11-06,Sell,ARKW,SQUARE INC,6686,SQ
3924,,,0.1438,98954M200,2020-11-06,Sell,ARKW,ZILLOW GROUP INC,40269,Z
3925,,,0.2517,52603B107,2020-11-05,Buy,ARKF,LENDINGTREE INC,8352,TREE
3926,,,0.2471,58733R102,2020-11-05,Sell,ARKF,MERCADOLIBRE INC,1660,MELI
3927,,,0.0114,87184Q107,2020-11-05,Sell,ARKG,SYROS PHARMACEUTICALS INC,44198,SYRS
3928,,,0.2042,83088V102,2020-11-05,Buy,ARKK,SLACK TECHNOLOGIES INC,812000,WORK
3929,,,0.2593,52603B107,2020-11-05,Buy,ARKK,LENDINGTREE INC,94462,TREE
3930,,,0.0824,88032Q109,2020-11-05,Buy,ARKK,TENCENT HOLDINGS LTD,109695,TCEHY
3931,,,0.1017,852234103,2020-11-05,Sell,ARKK,SQUARE INC,62917,SQ
3932,,,0.1031,98980G102,2020-11-05,Sell,ARKK,ZSCALER INC,73855,ZS
3933,,,0.0477,98954M200,2020-11-05,Sell,ARKK,ZILLOW GROUP INC,49536,Z
3934,,,0.0029,302104104,2020-11-05,Sell,ARKK,EXONE CO/THE,29942,XONE
3935,,,0.0661,25985W105,2020-11-05,Sell,ARKK,DOUYU INTERNATIONAL HOLDINGS LTD,474800,DOYU
3936,,,0.019,81750R102,2020-11-05,Sell,ARKK,SERES THERAPEUTICS INC,58464,MCRB
3937,,,0.0062,63009R109,2020-11-05,Sell,ARKK,NANOSTRING TECHNOLOGIES INC,16860,NSTG
3938,,,0.2459,52603B107,2020-11-05,Buy,ARKW,LENDINGTREE INC,25862,TREE
3939,,,0.1506,58733R102,2020-11-05,Sell,ARKW,MERCADOLIBRE INC,3261,MELI
3940,,,0.0925,852234103,2020-11-05,Sell,ARKW,SQUARE INC,16472,SQ
3941,,,0.0306,92337F107,2020-11-05,Sell,ARKW,VERACYTE INC,23166,VCYT
3942,,,0.3807,J9894K105,2020-11-04,Buy,ARKF,Z HOLDINGS CORP,567102,4689JP
3943,,,0.0787,G8250T109,2020-11-04,Buy,ARKF,SOCIAL CAPITAL HEDOSOPHIA HOLDINGS CORP II,43300,IPOB
3944,,,0.1013,83304A106,2020-11-04,Sell,ARKF,SNAP INC,23297,SNAP
3945,,,0.0568,00437E102,2020-11-04,Buy,ARKG,ACCOLADE INC,47639,ACCD
3946,,,0.2002,30063P105,2020-11-04,Buy,ARKG,EXACT SCIENCES CORP,48048,EXAS
3947,,,0.0317,87184Q107,2020-11-04,Sell,ARKG,SYROS PHARMACEUTICALS INC,113271,SYRS
3948,,,0.0966,452327109,2020-11-04,Sell,ARKG,ILLUMINA INC,9247,ILMN
3949,,,0.0399,03969T109,2020-11-04,Sell,ARKG,ARCTURUS THERAPEUTICS HOLDINGS INC,20243,ARCT
3950,,,0.067,30063P105,2020-11-04,Buy,ARKK,EXACT SCIENCES CORP,55030,EXAS
3951,,,0.0852,88032Q109,2020-11-04,Buy,ARKK,TENCENT HOLDINGS LTD,112200,TCEHY
3952,,,0.0718,25985W105,2020-11-04,Sell,ARKK,DOUYU INTERNATIONAL HOLDINGS LTD,488378,DOYU
3953,,,0.0148,81750R102,2020-11-04,Sell,ARKK,SERES THERAPEUTICS INC,47000,MCRB
3954,,,0.0115,63009R109,2020-11-04,Sell,ARKK,NANOSTRING TECHNOLOGIES INC,30414,NSTG
3955,,,0.0295,92337F107,2020-11-04,Sell,ARKW,VERACYTE INC,22615,VCYT
3956,,,0.3023,01609W102,2020-11-03,Buy,ARKF,ALIBABA GROUP HOLDING LTD,9443,BABA
3957,,,0.2283,G8250T109,2020-11-03,Buy,ARKF,SOCIAL CAPITAL HEDOSOPHIA HOLDINGS CORP II,126758,IPOB
3958,,,0.5018,70450Y103,2020-11-03,Buy,ARKF,PAYPAL HOLDINGS INC,24285,PYPL
3959,,,0.2986,722304102,2020-11-03,Sell,ARKF,PINDUODUO INC,27934,PDD
3960,,,0.1954,83304A106,2020-11-03,Sell,ARKF,SNAP INC,43300,SNAP
3961,,,0.5004,852234103,2020-11-03,Sell,ARKF,SQUARE INC,28335,SQ
3962,,,0.0031,00437E102,2020-11-03,Buy,ARKG,ACCOLADE INC,2617,ACCD
3963,,,0.0468,03969T109,2020-11-03,Sell,ARKG,ARCTURUS THERAPEUTICS HOLDINGS INC,24534,ARCT
3964,,,0.0355,00650F109,2020-11-03,Sell,ARKG,ADAPTIVE BIOTECHNOLOGIES CORP,21500,ADPT
3965,,,0.1361,30063P105,2020-11-03,Buy,ARKK,EXACT SCIENCES CORP,109556,EXAS
3966,,,0.2042,87918A105,2020-11-03,Buy,ARKK,TELADOC HEALTH INC,104379,TDOC
3967,,,0.0462,88032Q109,2020-11-03,Buy,ARKK,TENCENT HOLDINGS LTD,60827,TCEHY
3968,,,0.4981,70450Y103,2020-11-03,Buy,ARKK,PAYPAL HOLDINGS INC,271692,PYPL
3969,,,0.4984,70450Y103,2020-11-03,Buy,ARKK,PAYPAL HOLDINGS INC,267179,PYPL
3970,,,0.1002,98980G102,2020-11-03,Sell,ARKK,ZSCALER INC,73561,ZS
3971,,,0.6503,88160R101,2020-11-03,Sell,ARKK,TESLA INC,152802,TSLA
3972,,,0.0497,87184Q107,2020-11-03,Sell,ARKK,SYROS PHARMACEUTICALS INC,697201,SYRS
3973,,,0.668,852234103,2020-11-03,Sell,ARKK,SQUARE INC,417942,SQ
3974,,,0.0135,77543R102,2020-11-03,Sell,ARKK,ROKU INC,6471,ROKU
3975,,,0.0097,63009R109,2020-11-03,Sell,ARKK,NANOSTRING TECHNOLOGIES INC,25640,NSTG
3976,,,0.006,81750R102,2020-11-03,Sell,ARKK,SERES THERAPEUTICS INC,19476,MCRB
3977,,,0.0289,452327109,2020-11-03,Sell,ARKK,ILLUMINA INC,9721,ILMN
3978,,,0.0823,25985W105,2020-11-03,Sell,ARKK,DOUYU INTERNATIONAL HOLDINGS LTD,545308,DOYU
3979,,,0.1937,87918A105,2020-11-03,Buy,ARKW,TELADOC HEALTH INC,28714,TDOC
3980,,,0.509,88032Q109,2020-11-03,Buy,ARKW,TENCENT HOLDINGS LTD,194818,TCEHY
3981,,,0.749,70450Y103,2020-11-03,Buy,ARKW,PAYPAL HOLDINGS INC,116504,PYPL
3982,,,0.3006,01609W102,2020-11-03,Buy,ARKW,ALIBABA GROUP HOLDING LTD,29683,BABA
3983,,,0.1477,72352L106,2020-11-03,Sell,ARKW,PINTEREST INC,71760,PINS
3984,,,0.1532,83304A106,2020-11-03,Sell,ARKW,SNAP INC,107430,SNAP
3985,,,0.3925,852234103,2020-11-03,Sell,ARKW,SQUARE INC,71147,SQ
3986,,,0.1949,023135106,2020-11-03,Sell,ARKW,AMAZON.COM INC,1853,AMZN
3987,,,0.6339,88160R101,2020-11-03,Sell,ARKW,TESLA INC,43406,TSLA
3988,,,0.0333,92337F107,2020-11-03,Sell,ARKW,VERACYTE INC,25199,VCYT
3989,,,0.1521,98954M200,2020-11-03,Sell,ARKW,ZILLOW GROUP INC,47920,Z
3990,,,0.2937,G8250T109,2020-11-02,Buy,ARKF,SOCIAL CAPITAL HEDOSOPHIA HOLDINGS CORP II,167911,IPOB
3991,,,0.294,037833100,2020-11-02,Sell,ARKF,APPLE INC,24358,AAPL
3992,,,0.388,72352L106,2020-11-02,Sell,ARKF,PINTEREST INC,61359,PINS
3993,,,0.0323,00437E102,2020-11-02,Buy,ARKG,ACCOLADE INC,26100,ACCD
3994,,,0.454,87918A105,2020-11-02,Buy,ARKG,TELADOC HEALTH INC,65947,TDOC
3995,,,0.0021,760273102,2020-11-02,Buy,ARKG,REPARE THERAPEUTICS INC,2219,RPTX
3996,,,0.2028,30063P105,2020-11-02,Buy,ARKG,EXACT SCIENCES CORP,46563,EXAS
3997,,,0.027,63009R109,2020-11-02,Sell,ARKG,NANOSTRING TECHNOLOGIES INC,20264,NSTG
3998,,,0.3902,452327109,2020-11-02,Sell,ARKG,ILLUMINA INC,37268,ILMN
3999,,,0.0404,03969T109,2020-11-02,Sell,ARKG,ARCTURUS THERAPEUTICS HOLDINGS INC,20544,ARCT
4000,,,0.0613,00650F109,2020-11-02,Sell,ARKG,ADAPTIVE BIOTECHNOLOGIES CORP,37220,ADPT
4001,,,0.2664,30063P105,2020-11-02,Buy,ARKK,EXACT SCIENCES CORP,211989,EXAS
4002,,,0.0974,91332U101,2020-11-02,Buy,ARKK,UNITY SOFTWARE INC,96300,U
4003,,,0.2541,87918A105,2020-11-02,Buy,ARKK,TELADOC HEALTH INC,129316,TDOC
4004,,,0.4065,L8681T102,2020-11-02,Buy,ARKK,SPOTIFY TECHNOLOGY SA,167224,SPOT
4005,,,0.053,98980G102,2020-11-02,Sell,ARKK,ZSCALER INC,38123,ZS
4006,,,0.0165,87184Q107,2020-11-02,Sell,ARKK,SYROS PHARMACEUTICALS INC,230929,SYRS
4007,,,0.1317,77543R102,2020-11-02,Sell,ARKK,ROKU INC,61605,ROKU
4008,,,0.4623,72352L106,2020-11-02,Sell,ARKK,PINTEREST INC,770290,PINS
4009,,,0.0123,63009R109,2020-11-02,Sell,ARKK,NANOSTRING TECHNOLOGIES INC,31738,NSTG
4010,,,0.0296,462260100,2020-11-02,Sell,ARKK,IOVANCE BIOTHERAPEUTICS INC,78715,IOVA
4011,,,0.2817,452327109,2020-11-02,Sell,ARKK,ILLUMINA INC,91916,ILMN
4012,,,0.0254,25985W105,2020-11-02,Sell,ARKK,DOUYU INTERNATIONAL HOLDINGS LTD,163739,DOYU
4013,,,0.2044,98138J206,2020-11-02,Buy,ARKQ,WORKHORSE GROUP INC,96300,WKHS
4014,,,0.2941,46269C102,2020-11-02,Buy,ARKQ,IRIDIUM COMMUNICATIONS INC,83453,IRDM
4015,,,0.4991,438516106,2020-11-02,Buy,ARKQ,HONEYWELL INTERNATIONAL INC,21600,HON
4016,,,0.9801,983919101,2020-11-02,Sell,ARKQ,XILINX INC,62995,XLNX
4017,,,0.2031,31188V100,2020-11-02,Buy,ARKW,FASTLY INC,89600,FSLY
4018,,,0.1975,L8681T102,2020-11-02,Buy,ARKW,SPOTIFY TECHNOLOGY SA,24294,SPOT
4019,,,0.2554,87918A105,2020-11-02,Buy,ARKW,TELADOC HEALTH INC,38037,TDOC
4020,,,0.2444,30303M102,2020-11-02,Sell,ARKW,FACEBOOK INC,26776,FB
4021,,,0.3886,72352L106,2020-11-02,Sell,ARKW,PINTEREST INC,194851,PINS
4022,,,0.2511,87918A105,2020-10-30,Buy,ARKG,TELADOC HEALTH INC,34106,TDOC
4023,,,0.0539,00437E102,2020-10-30,Buy,ARKG,ACCOLADE INC,42900,ACCD
4024,,,0.1921,30063P105,2020-10-30,Buy,ARKG,EXACT SCIENCES CORP,44230,EXAS
4025,,,0.5036,037833100,2020-10-30,Sell,ARKG,APPLE INC,128557,AAPL
4026,,,0.006,63009R109,2020-10-30,Sell,ARKG,NANOSTRING TECHNOLOGIES INC,4604,NSTG
4027,,,0.0189,462260100,2020-10-30,Sell,ARKG,IOVANCE BIOTHERAPEUTICS INC,14866,IOVA
4028,,,0.0066,H17182108,2020-10-30,Sell,ARKG,CRISPR THERAPEUTICS AG,1929,CRSP
4029,,,0.0003,M25722105,2020-10-30,Sell,ARKG,COMPUGEN LTD,597,CGEN
4030,,,0.1945,30063P105,2020-10-30,Buy,ARKK,EXACT SCIENCES CORP,153747,EXAS
4031,,,0.2513,45866F104,2020-10-30,Buy,ARKK,INTERCONTINENTAL EXCHANGE INC,257514,ICE
4032,,,0.3902,87918A105,2020-10-30,Buy,ARKK,TELADOC HEALTH INC,189875,TDOC
4033,,,0.2526,L8681T102,2020-10-30,Buy,ARKK,SPOTIFY TECHNOLOGY SA,99894,SPOT
4034,,,0.0442,52603B107,2020-10-30,Sell,ARKK,LENDINGTREE INC,13227,TREE
4035,,,0.1967,77543R102,2020-10-30,Sell,ARKK,ROKU INC,94132,ROKU
4036,,,0.0877,72352L106,2020-10-30,Sell,ARKK,PINTEREST INC,144600,PINS
4037,,,0.0076,63009R109,2020-10-30,Sell,ARKK,NANOSTRING TECHNOLOGIES INC,20187,NSTG
4038,,,0.0203,462260100,2020-10-30,Sell,ARKK,IOVANCE BIOTHERAPEUTICS INC,55053,IOVA
4039,,,0.5053,452327109,2020-10-30,Sell,ARKK,ILLUMINA INC,166784,ILMN
4040,,,0.2023,87918A105,2020-10-30,Buy,ARKW,TELADOC HEALTH INC,28623,TDOC
4041,,,0.2533,L8681T102,2020-10-30,Buy,ARKW,SPOTIFY TECHNOLOGY SA,28333,SPOT
4042,,,0.3847,482497104,2020-10-30,Buy,ARKW,KE HOLDINGS INC,154300,BEKE
4043,,,0.0499,00851L103,2020-10-30,Buy,ARKW,AGORA INC,34900,API
4044,,,0.3753,023135106,2020-10-30,Sell,ARKW,AMAZON.COM INC,3493,AMZN
4045,,,0.085,90184L102,2020-10-30,Sell,ARKW,TWITTER INC,57532,TWTR
4046,,,0.0131,00437E102,2020-10-29,Buy,ARKG,ACCOLADE INC,10964,ACCD
4047,,,0.3038,87918A105,2020-10-29,Buy,ARKG,TELADOC HEALTH INC,39332,TDOC
4048,,,0.1149,760273102,2020-10-29,Buy,ARKG,REPARE THERAPEUTICS INC,130874,RPTX
4049,,,0.0678,30063P105,2020-10-29,Buy,ARKG,EXACT SCIENCES CORP,16378,EXAS
4050,,,0.0322,71535D106,2020-10-29,Buy,ARKG,PERSONALIS INC,35000,PSNL
4051,,,0.068,69404D108,2020-10-29,Sell,ARKG,PACIFIC BIOSCIENCES OF CALIFORNIA INC,146100,PACB
4052,,,0.0333,63009R109,2020-10-29,Sell,ARKG,NANOSTRING TECHNOLOGIES INC,26004,NSTG
4053,,,0.1294,462260100,2020-10-29,Sell,ARKG,IOVANCE BIOTHERAPEUTICS INC,104698,IOVA
4054,,,0.1213,H17182108,2020-10-29,Sell,ARKG,CRISPR THERAPEUTICS AG,36399,CRSP
4055,,,0.0336,M25722105,2020-10-29,Sell,ARKG,COMPUGEN LTD,71500,CGEN
4056,,,0.2964,87918A105,2020-10-29,Buy,ARKK,TELADOC HEALTH INC,136885,TDOC
4057,,,0.3006,L8681T102,2020-10-29,Buy,ARKK,SPOTIFY TECHNOLOGY SA,119986,SPOT
4058,,,0.0264,87184Q107,2020-10-29,Sell,ARKK,SYROS PHARMACEUTICALS INC,379039,SYRS
4059,,,0.1129,77543R102,2020-10-29,Sell,ARKK,ROKU INC,52315,ROKU
4060,,,0.1461,72352L106,2020-10-29,Sell,ARKK,PINTEREST INC,240223,PINS
4061,,,0.0009,81750R102,2020-10-29,Sell,ARKK,SERES THERAPEUTICS INC,2877,MCRB
4062,,,0.3052,452327109,2020-10-29,Sell,ARKK,ILLUMINA INC,97347,ILMN
4063,,,0.2923,87918A105,2020-10-29,Buy,ARKW,TELADOC HEALTH INC,39274,TDOC
4064,,,0.3039,L8681T102,2020-10-29,Buy,ARKW,SPOTIFY TECHNOLOGY SA,35463,SPOT
4065,,,0.3911,31188V100,2020-10-29,Buy,ARKW,FASTLY INC,170100,FSLY
4066,,,0.1258,482497104,2020-10-29,Buy,ARKW,KE HOLDINGS INC,52561,BEKE
4067,,,0.0809,00851L103,2020-10-29,Buy,ARKW,AGORA INC,57765,API
4068,,,0.492,72352L106,2020-10-29,Sell,ARKW,PINTEREST INC,231779,PINS
4069,,,0.989,90184L102,2020-10-29,Sell,ARKW,TWITTER INC,577522,TWTR
4070,,,0.027,760273102,2020-10-28,Buy,ARKG,REPARE THERAPEUTICS INC,29816,RPTX
4071,,,0.4025,30063P105,2020-10-28,Buy,ARKK,EXACT SCIENCES CORP,311418,EXAS
4072,,,0.3854,452327109,2020-10-28,Sell,ARKK,ILLUMINA INC,122686,ILMN
4073,,,0.001,462260100,2020-10-28,Sell,ARKK,IOVANCE BIOTHERAPEUTICS INC,2811,IOVA
4074,,,0.0026,81750R102,2020-10-28,Sell,ARKK,SERES THERAPEUTICS INC,8933,MCRB
4075,,,0.0007,302104104,2020-10-28,Sell,ARKK,EXONE CO/THE,6588,XONE
4076,,,0.2436,00851L103,2020-10-28,Buy,ARKW,AGORA INC,172691,API
4077,,,0.0142,M98068105,2020-10-28,Sell,ARKW,WIX.COM LTD,1580,WIX
4078,,,0.5011,82509L107,2020-10-27,Buy,ARKF,SHOPIFY INC,4235,SHOP
4079,,,0.5014,852234103,2020-10-27,Sell,ARKF,SQUARE INC,26486,SQ
4080,,,0.3183,30063P105,2020-10-27,Buy,ARKG,EXACT SCIENCES CORP,77929,EXAS
4081,,,0.2464,452327109,2020-10-27,Sell,ARKG,ILLUMINA INC,22587,ILMN
4082,,,0.6193,30063P105,2020-10-27,Buy,ARKK,EXACT SCIENCES CORP,510999,EXAS
4083,,,0.4699,90138F102,2020-10-27,Buy,ARKK,TWILIO INC,164561,TWLO
4084,,,0.4453,983919101,2020-10-27,Sell,ARKK,XILINX INC,369405,XLNX
4085,,,0.0024,87184Q107,2020-10-27,Sell,ARKK,SYROS PHARMACEUTICALS INC,36183,SYRS
4086,,,0.0974,L8681T102,2020-10-27,Sell,ARKK,SPOTIFY TECHNOLOGY SA,35290,SPOT
4087,,,0.0071,81750R102,2020-10-27,Sell,ARKK,SERES THERAPEUTICS INC,24580,MCRB
4088,,,0.0375,462260100,2020-10-27,Sell,ARKK,IOVANCE BIOTHERAPEUTICS INC,106015,IOVA
4089,,,0.4102,452327109,2020-10-27,Sell,ARKK,ILLUMINA INC,132558,ILMN
4090,,,0.1023,00851L103,2020-10-27,Buy,ARKW,AGORA INC,71981,API
4091,,,0.0865,G8250T109,2020-10-27,Buy,ARKW,SOCIAL CAPITAL HEDOSOPHIA HOLDINGS CORP II,142500,IPOB
4092,,,0.4217,82509L107,2020-10-27,Buy,ARKW,SHOPIFY INC,11803,SHOP
4093,,,0.1129,58733R102,2020-10-27,Sell,ARKW,MERCADOLIBRE INC,2661,MELI
4094,,,0.3128,83304A106,2020-10-27,Sell,ARKW,SNAP INC,227931,SNAP
4095,,,0.3999,M98068105,2020-10-27,Sell,ARKW,WIX.COM LTD,45259,WIX
4096,,,0.2562,056752108,2020-10-26,Buy,ARKQ,BAIDU INC,14975,BIDU
4097,,,0.1488,92766K106,2020-10-26,Buy,ARKQ,VIRGIN GALACTIC HOLDINGS INC,62700,SPCE
4098,,,0.2536,05606L100,2020-10-26,Sell,ARKQ,BYD CO LTD,56770,BYDDY
4099,,,0.1459,848637104,2020-10-26,Sell,ARKQ,SPLUNK INC,5374,SPLK
4100,,,0.1666,G8250T109,2020-10-26,Buy,ARKW,SOCIAL CAPITAL HEDOSOPHIA HOLDINGS CORP II,280528,IPOB
4101,,,0.0403,00851L103,2020-10-26,Buy,ARKW,AGORA INC,28761,API
4102,,,0.2906,90138F102,2020-10-26,Buy,ARKW,TWILIO INC,29139,TWLO
4103,,,0.2387,58733R102,2020-10-26,Sell,ARKW,MERCADOLIBRE INC,5600,MELI
4104,,,0.3016,81141R100,2020-10-26,Sell,ARKW,SEA LTD,55953,SE
4105,,,0.0787,83304A106,2020-10-26,Sell,ARKW,SNAP INC,56400,SNAP
4106,,,0.03,G9835C108,2020-10-23,Buy,ARKF,YEAHKA LTD,50000,9923HK
4107,,,0.0,15117P102,2020-10-23,Sell,ARKG,CELLULAR BIOMEDICINE GROUP INC,3020,CBMG
4108,,,0.1,63009R109,2020-10-23,Sell,ARKG,NANOSTRING TECHNOLOGIES INC,82561,NSTG
4109,,,0.01,87184Q107,2020-10-23,Sell,ARKK,SYROS PHARMACEUTICALS INC,91114,SYRS
4110,,,0.0,302104104,2020-10-23,Sell,ARKK,EXONE CO/THE,17590,XONE
4111,,,0.063,G9835C108,2020-10-22,Buy,ARKF,YEAHKA LTD,90400,9923HK
4112,,,0.079,00650F109,2020-10-22,Sell,ARKG,ADAPTIVE BIOTECHNOLOGIES CORP,48457,ADPT
4113,,,0.0004,15117P102,2020-10-22,Sell,ARKG,CELLULAR BIOMEDICINE GROUP INC,619,CBMG
4114,,,0.0016,63009R109,2020-10-22,Sell,ARKG,NANOSTRING TECHNOLOGIES INC,1282,NSTG
4115,,,0.4153,983919101,2020-10-22,Sell,ARKG,XILINX INC,107492,XLNX
4116,,,0.0014,302104104,2020-10-22,Sell,ARKK,EXONE CO/THE,11162,XONE
4117,,,0.0011,69608A108,2020-10-22,Buy,ARKW,PALANTIR TECHNOLOGIES INC,3598,PLTR
4118,,,0.0788,G9835C108,2020-10-21,Buy,ARKF,YEAHKA LTD,112800,9923HK
4119,,,0.0926,760273102,2020-10-21,Buy,ARKG,REPARE THERAPEUTICS INC,108484,RPTX
4120,,,0.366,66987V109,2020-10-21,Buy,ARKG,NOVARTIS AG,123271,NVS
4121,,,0.0716,462222100,2020-10-21,Buy,ARKG,IONIS PHARMACEUTICALS INC,43644,IONS
4122,,,0.0347,63009R109,2020-10-21,Sell,ARKG,NANOSTRING TECHNOLOGIES INC,26700,NSTG
4123,,,0.0011,15117P102,2020-10-21,Sell,ARKG,CELLULAR BIOMEDICINE GROUP INC,1655,CBMG
4124,,,0.0193,00650F109,2020-10-21,Sell,ARKG,ADAPTIVE BIOTECHNOLOGIES CORP,11748,ADPT
4125,,,0.218,983919101,2020-10-21,Sell,ARKG,XILINX INC,55341,XLNX
4126,,,0.0377,25985W105,2020-10-21,Buy,ARKK,DOUYU INTERNATIONAL HOLDINGS LTD,254400,DOYU
4127,,,0.211,83088V102,2020-10-21,Buy,ARKK,SLACK TECHNOLOGIES INC,743700,WORK
4128,,,0.2021,983919101,2020-10-21,Sell,ARKK,XILINX INC,184626,XLNX
4129,,,0.1287,00851L103,2020-10-21,Buy,ARKW,AGORA INC,88900,API
4130,,,0.5047,64110L106,2020-10-21,Buy,ARKW,NETFLIX INC,30110,NFLX
4131,,,0.2048,83088V102,2020-10-21,Buy,ARKW,SLACK TECHNOLOGIES INC,212100,WORK
4132,,,0.0016,52603A208,2020-10-21,Sell,ARKW,LENDINGCLUB CORP,9966,LC
4133,,,0.1026,70450Y103,2020-10-21,Sell,ARKW,PAYPAL HOLDINGS INC,14516,PYPL
4134,,,0.2026,77543R102,2020-10-21,Sell,ARKW,ROKU INC,27434,ROKU
4135,,,0.1489,83304A106,2020-10-21,Sell,ARKW,SNAP INC,116882,SNAP
4136,,,0.2016,88339J105,2020-10-21,Sell,ARKW,TRADE DESK INC/THE,9678,TTD
4137,,,0.051,90184L102,2020-10-21,Sell,ARKW,TWITTER INC,30426,TWTR
4138,,,0.2558,Y989DF109,2020-10-20,Buy,ARKF,ZHONGAN ONLINE P&C INSURANCE CO LTD,436960,6060HK
4139,,,0.0774,G9835C108,2020-10-20,Buy,ARKF,YEAHKA LTD,109600,9923HK
4140,,,0.0258,79466L302,2020-10-20,Sell,ARKF,SALESFORCE.COM INC,877,CRM
4141,,,0.2571,75886F107,2020-10-20,Buy,ARKG,REGENERON PHARMACEUTICALS INC,13168,REGN
4142,,,0.5716,66987V109,2020-10-20,Buy,ARKG,NOVARTIS AG,198717,NVS
4143,,,0.0696,462222100,2020-10-20,Buy,ARKG,IONIS PHARMACEUTICALS INC,44012,IONS
4144,,,0.0891,63009R109,2020-10-20,Sell,ARKG,NANOSTRING TECHNOLOGIES INC,67329,NSTG
4145,,,0.0021,15117P102,2020-10-20,Sell,ARKG,CELLULAR BIOMEDICINE GROUP INC,3471,CBMG
4146,,,0.0732,00650F109,2020-10-20,Sell,ARKG,ADAPTIVE BIOTECHNOLOGIES CORP,44254,ADPT
4147,,,0.3344,983919101,2020-10-20,Sell,ARKG,XILINX INC,86800,XLNX
4148,,,0.36,25985W105,2020-10-20,Buy,ARKK,DOUYU INTERNATIONAL HOLDINGS LTD,2392133,DOYU
4149,,,0.0358,98980G102,2020-10-20,Sell,ARKK,ZSCALER INC,24884,ZS
4150,,,0.0,880770102,2020-10-20,Sell,ARKK,TERADYNE INC,14,TER
4151,,,0.0021,81750R102,2020-10-20,Sell,ARKK,SERES THERAPEUTICS INC,6930,MCRB
4152,,,0.2698,00851L103,2020-10-20,Buy,ARKW,AGORA INC,185440,API
4153,,,0.0054,79466L302,2020-10-20,Sell,ARKW,SALESFORCE.COM INC,622,CRM
4154,,,0.0113,52603A208,2020-10-20,Sell,ARKW,LENDINGCLUB CORP,68222,LC
4155,,,0.2512,722304102,2020-10-19,Buy,ARKF,PINDUODUO INC,25708,PDD
4156,,,0.2495,81141R100,2020-10-19,Sell,ARKF,SEA LTD,13136,SE
4157,,,0.4998,98980G102,2020-10-19,Sell,ARKF,ZSCALER INC,27664,ZS
4158,,,0.2549,75886F107,2020-10-19,Buy,ARKG,REGENERON PHARMACEUTICALS INC,13244,REGN
4159,,,0.0393,462222100,2020-10-19,Buy,ARKG,IONIS PHARMACEUTICALS INC,25277,IONS
4160,,,0.0962,66987V109,2020-10-19,Buy,ARKG,NOVARTIS AG,34055,NVS
4161,,,0.0143,63009R109,2020-10-19,Sell,ARKG,NANOSTRING TECHNOLOGIES INC,10916,NSTG
4162,,,0.0027,15117P102,2020-10-19,Sell,ARKG,CELLULAR BIOMEDICINE GROUP INC,4387,CBMG
4163,,,0.0398,25985W105,2020-10-19,Buy,ARKK,DOUYU INTERNATIONAL HOLDINGS LTD,273876,DOYU
4164,,,0.4986,874039100,2020-10-19,Buy,ARKQ,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,43713,TSM
4165,,,0.5,N6596X109,2020-10-19,Buy,ARKQ,NXP SEMICONDUCTORS NV,28203,NXPI
4166,,,1.0063,983919101,2020-10-19,Sell,ARKQ,XILINX INC,66856,XLNX
4167,,,0.1033,00851L103,2020-10-19,Buy,ARKW,AGORA INC,71265,API
4168,,,0.2007,31188V100,2020-10-19,Buy,ARKW,FASTLY INC,70200,FSLY
4169,,,0.4616,45866F104,2020-10-19,Buy,ARKW,INTERCONTINENTAL EXCHANGE INC,138798,ICE
4170,,,0.0057,52603A208,2020-10-19,Sell,ARKW,LENDINGCLUB CORP,33959,LC
4171,,,0.6362,983919101,2020-10-19,Sell,ARKW,XILINX INC,162541,XLNX
4172,,,0.5283,98980G102,2020-10-19,Sell,ARKW,ZSCALER INC,102709,ZS
4173,,,0.0007,15117P102,2020-10-16,Sell,ARKG,CELLULAR BIOMEDICINE GROUP INC,1216,CBMG
4174,,,0.0645,25985W105,2020-10-16,Buy,ARKK,DOUYU INTERNATIONAL HOLDINGS LTD,451068,DOYU
4175,,,0.0012,880770102,2020-10-16,Sell,ARKK,TERADYNE INC,1463,TER
4176,,,0.003,302104104,2020-10-16,Sell,ARKK,EXONE CO/THE,25164,XONE
4177,,,0.2537,31188V100,2020-10-16,Buy,ARKW,FASTLY INC,87200,FSLY
4178,,,0.0287,52603A208,2020-10-16,Sell,ARKW,LENDINGCLUB CORP,169853,LC
4179,,,0.0507,72352L106,2020-10-16,Sell,ARKW,PINTEREST INC,33899,PINS
